/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, bsFinishWrite, 0x40c16a, 70, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, strcmp@plt, 0x400e50, 69, 67
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, BZ2_bzCompressEnd, 0x408c42, 68, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, default_bzalloc, 0x407cdb, 60, 4
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, .plt, 0x400d10, 52, 26
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, isempty_RL, 0x407dc4, 50, 5
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, default_bzfree, 0x407d08, 48, 4
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, fileExists, 0x40584c, 40, 2
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, mkCell, 0x406e3b, 39, 3
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, __libc_csu_init, 0x417db0, 34, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, applySavedMetaInfoToOutputFile, 0x4059c7, 33, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, addFlagsFromEnvVar, 0x406f0f, 26, 2
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, fopen_output_safely, 0x405891, 25, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, strlen@plt, 0x400de0, 20, 18
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, init_RL, 0x407da4, 18, 2
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, flush_RL, 0x4083ee, 16, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, malloc@plt, 0x400eb0, 13, 11
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, saveInputFileMetaInfo, 0x40599a, 13, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, free@plt, 0x400d40, 13, 11
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, register_tm_clones, 0x401000, 12, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, _start, 0x400fa0, 11, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, BZ2_bsInitWrite, 0x40c144, 9, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, stat, 0x417e30, 8, 2
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, strstr@plt, 0x400f80, 8, 6
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, __do_global_dtors_aux, 0x401040, 8, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, deregister_tm_clones, 0x400fd0, 8, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, strncpy@plt, 0x400d60, 7, 5
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, signal@plt, 0x400e60, 7, 5
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, fclose@plt, 0x400dd0, 6, 4
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, containsDubiousChars, 0x405a4b, 6, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, _init, 0x400cf0, 6, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, bz_config_ok, 0x407cd0, 5, 1
